text,text_english,likes,comments,shares,engagement_label,url
"🔴අව්වට හොඳම Korean Sun Essence එක! ☀️

•EXO-VERA Aqua Sun Essence SPF 50+ PA++++

✅ Weightless Hydration
✅ No White Cast
✅ Non-Sticky

•ඇණවුම් කරන්න : +8210-2560-3009

©Aura K-Beauty

#KoreanSkincare #SunscreenLK #NoWhiteCast #GlassSkin #KBeauty #EXOVERA #AquaSunEssence #AuraKBeauty #SkincareLK #SunProtection #UVProtection #SkincareSrilanka #KoreanBeauty #BeautyLK #SPF50 #GlowSkin #HealthySkin #DailySunscreen #SkincareRoutine #fyp #fypシ #viral #trending @topfans #highlights #highlightseveryone","🔴අව්වට හොඳම Korean Sun Essence එක! ☀️

•EXO-VERA Aqua Sun Essence SPF 50+ PA++++

✅ Weightless Hydration
✅ No White Cast
✅ Non-Sticky

•ඇණවුම් කරන්න : +8210-2560-3009

©Aura K-Beauty

#KoreanSkincare #SunscreenLK #NoWhiteCast #GlassSkin #KBeauty #EXOVERA #AquaSunEssence #AuraKBeauty #SkincareLK #SunProtection #UVProtection #SkincareSrilanka #KoreanBeauty #BeautyLK #SPF50 #GlowSkin #HealthySkin #DailySunscreen #SkincareRoutine #fyp #fypシ #viral #trending @topfans #highlights #highlightseveryone",3.0,1.0,11.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid0uKAGFTRdjQotCWrsGzGaDSCvdqgbCx45QqwVzwy3Ei4uQh8M6tnetNdyg5oNcmgl&id=61588469053416
"අව්වට හරියටම Match වෙන Korean Aqua Sun Essence එක ☀️🇰🇷

#ExoVera #AquaSunEssence #KoreanSkincare #SunscreenLK #GlassSkin 
#KoreanBeautySriLanka #NoWhiteCast #OilFreeSunscreen #aurakbeauty #SkincareLK 
#SunEssence #BeautyTipsSinhala #කොරියන් #sunscreenreview 
#fypシ #viralreels #kbeauty #skincaretips #srilanka","The Korean Aqua Sun Essence that perfectly matches the sun ☀️🇰🇷

#ExoVera #AquaSunEssence #KoreanSkincare #SunscreenLK #GlassSkin
#KoreanBeautySriLanka #NoWhiteCast #OilFreeSunscreen #aurakbeauty #SkincareLK
#SunEssence #BeautyTipsSinhala #Korean #sunscreenreview
#fypシ #viralreels #kbeauty #skincaretips #srilanka",26.0,8.0,13.0,high,https://www.facebook.com/reel/26617834507865835/
"🔴 ලප කැළැල් මැකී සම වීදුරුවක් මෙන් දිදුලන්නට (Glow): Medicube TXA Niacinamide 15 Serum! 

🔴මුහුණේ තදින් පවතින අඳුරු ලප (Dark Spots) සහ අවපැහැ ගැන්වුණු ස්වභාවය ගැන ඔබ තවමත් කනස්සල්ලෙන්ද? 
එහෙනම් මේ 15% TXA + Niacinamide සේරම් එක හරියටම ඔබ වෙනුවෙන්මයි!

🌟 මෙය සුවිශේෂී වන්නේ ඇයි?
මෙම සේරම් එක මගින් සමේ මතුපිට පෙනෙන ලප කැළැල් පමණක් නොව, සමේ ගැඹුරු ස්ථරවල පවතින අඳුරු වර්ණක (Melanin) පාලනය කිරීමටත් උදව් වෙනවා.

✨ මෙහි ඇති ප්‍රධාන ප්‍රතිලාභ:

• Instant Glow & Brightening: සම ක්ෂණිකව Glow කරන අතර, ඉතා පැහැපත් බවක් ලබා දෙයි.
• Total Spot Care: කුරුලෑ කැළැල්, හිරු රශ්මිය නිසා ඇති වූ ලප සහ අවපැහැ ගැන්වුණු ලප වේගයෙන් මකා දමයි.
• 15% High Concentration: ඉහළ සාන්ද්‍රණයකින් යුත් Niacinamide සහ TXA සංයෝගය මගින් සමේ පැහැය ඒකාකාරී කරයි.
• Pore & Texture Care: විශාල වූ සිදුරු කුඩා කරන අතර සමේ මතුපිට රළු බව නැති කර සම මෘදු කරයි.
• Dermatologically Tested: සංවේදී සමකට වුවත් භාවිත කළ හැකි ලෙස සායනිකව පරීක්ෂා කර ඇත.

🎁 අපෙන් ඔබට විශේෂ තිළිණයක්!

ඔබ අපෙන් ලබාගන්නා සෑම Medicube නිෂ්පාදනයක් සමඟම ඔබව පුදුම කරවන Free Gift එකක් ලබා ගැනීමටත් අවස්ථාව තිබෙනවා
!නියම කොරියානු (K-Beauty) තාක්ෂණය දැන් ඔබේ සමටත්! ✨
📍 අදම ඔබේ ඇණවුම වෙන්කරවා ගන්න!
📞 WhatsApp: 076 629 4351
Facebook හරහා සම්බන්ධ වීමට: K-Beauty.
 
 #medicubekorea  #importkorea  #glassskin  #korean  #AuthenticSkincare  #GlassSkinRoutine  #srilanka  #OrderNowDeliverNow  #kbeautyskincare","🔴 Remove freckles and make skin shine like glass (Glow): Medicube TXA Niacinamide 15 Serum!

🔴Are you still worried about dark spots and discolored skin?
Then this 15% TXA + Niacinamide serum is just for you!

🌟 Why is this unique?
This serum not only helps to control freckles on the surface of the skin, but also helps to control the dark pigments (Melanin) present in the deeper layers of the skin.

✨ Key Benefits Here:

• Instant Glow & Brightening: The skin instantly glows and gives a very radiant glow.
• Total Spot Care: Quickly erases acne scars, sun spots and discolored spots.
• 15% High Concentration: The combination of Niacinamide and TXA in high concentration evens skin tone.
• Pore & Texture Care: Reduces enlarged pores and softens the skin surface by removing roughness.
• Dermatologically Tested: Clinically tested for use even on sensitive skin.

🎁 A special gift from us to you!

With every Medicube product you buy from us, you have the chance to get a free gift that will surprise you
!Exact Korean (K-Beauty) technology now for your skin!✨
📍 Book your order today!
📞 WhatsApp: 076 629 4351
To connect via Facebook: K-Beauty.

#medicubekorea #importkorea #glassskin #korean #AuthenticSkincare #GlassSkinRoutine #srilanka #OrderNowDeliverNow #kbeautyskincare",8.0,3.0,44.0,high,https://www.facebook.com/61576421783955/videos/1481692870108491/
"""Thank you for choosing K-Beauty. ✨""                                         #koreanskincare  #axisyglowserum #importkorea  #AuthenticSkincare  #glassskin  #srilanka","""Thank you for choosing K-Beauty. ✨""                                         #koreanskincare  #axisyglowserum #importkorea  #AuthenticSkincare  #glassskin  #srilanka",9.0,5.0,1.0,high,https://www.facebook.com/61576421783955/videos/1492366115863471/
#importkorea #original #axisyglowserum #glassskinroutine #AuthenticSkincare #kbeautyskincare #srilanka #OrderNowDeliverNow,#importkorea #original #axisyglowserum #glassskinroutine #AuthenticSkincare #kbeautyskincare #srilanka #OrderNowDeliverNow,4.0,1.0,2.0,medium,https://www.facebook.com/permalink.php?story_fbid=pfbid0kggCy4nj7ob3rEGx3DzPwUct1Sg6LKkPkiztfRJzBokRUunmADA4o3Ft8JTAtCRgl&id=61576421783955
ඊයේ දවසේ ඉල්ලපු අයට Youngshot සහ anti hairloss ෂැම්පු තැපැල් කලා. 😍😍,Youngshot and anti hairloss shampoo were mailed to those who requested it yesterday.😍😍,3.0,1.0,2.0,medium,https://www.facebook.com/permalink.php?story_fbid=pfbid0HohfzkJpoYGwkYGEoHY381xP7zkrshdam7gTTT9Dw3MyuU7mGCLiS4siqfgqGZiUl&id=61588469053416
"🇰🇷 දකුණු කොරියාවේ ප්‍රමුඛතම Collagen සන්නාමය - BB LAB 🇰🇷

BB LAB Glutathione Collagen W

සමේ දීප්තිය වර්ධනය කරන Glutathione + Collagen සංකලනයකි. අඳුරු ලප, අසමාන වර්ණය අවම කර ඒකාකාරී පැහැපත් සමක් උදාකරයි.

...

🔴ප්‍රතිලාභ:

✨ සමේ තෙතමනය සහ නම්‍යශීලී බව  
✨ කුරුලෑ කැළැල් සහ Sun Damage අවම කිරීම  
✨ නියපොතු සහ හිසකෙස් ශක්තිමත් කිරීම  
✨ 1000Da Low Molecular නිසා වේගවත් අවශෝෂණය.

• 100% Made in Korea | 30 Sachets

Island Wide Cash on Delivery

📞විමසීම් සඳහා: 010-2560-3009 (WhatsApp)
  
Aura K-Beauty - Your Trusted K-Beauty Partner

---

#BBLaBSriLanka #KoreanCollagen #AuraKBeauty #GlutathioneCollagen #AntiAging #SkinBrightening #MadeInKorea #AuthenticProducts #CollagenDrink #SkinCareSL #CODAvailable","🇰🇷 South Korea's leading collagen brand - BB LAB 🇰🇷

BB LAB Glutathione Collagen W

A combination of Glutathione + Collagen that improves skin radiance.Reduces dark spots, uneven skin tone and creates an even complexion.

...

🔴Benefits:

✨ Skin moisture and elasticity
✨ Reduces acne scars and sun damage
✨ Strengthens nails and hair
✨ Fast absorption due to 1000Da Low Molecular.

• 100% Made in Korea |30 Sachets

Island Wide Cash on Delivery

📞For Inquiries: 010-2560-3009 (WhatsApp)

Aura K-Beauty - Your Trusted K-Beauty Partner

---

#BBLaBSriLanka #KoreanCollagen #AuraKBeauty #GlutathioneCollagen #AntiAging #SkinBrightening #MadeInKorea #AuthenticProducts #CollagenDrink #SkinCareSL #CODAvailable",3.0,0.0,12.0,low,https://www.facebook.com/permalink.php?story_fbid=pfbid0BxVh1G6qHhrQF3FHEhXPbCicW22UMSomZimVa9KMX1Zyq69NDU6HwmwJWimBy2Cml&id=61588469053416
"📩 ඔබගේ ඇණවුම දැන්ම අප වෙත ලබා දෙන්න.

🚚 Island Wide Delivery Available 
🏛️ Bank Deposit Only 
📩 Inbox For More Details 
📞 Whatsapp - 076-7806132 

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#glitzbeauty
#koreanskincare
#facesheetmask
#skincarelover
#glowingskin
#kbeauty
#skinroutine
#beautytips
#freshskin
#naturalglow
#beautypage
#beautysecret
#skinlove
#beautyshop
#aloemask
#collagenmask
#snailmask
#pomegranatemask
#avocadomask
#onlineorder","📩 Place your order now.

🚚 Island Wide Delivery Available
🏛️ Bank Deposit Only
📩 Inbox for more details
📞 Whatsapp - 076-7806132

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#glitzbeauty
#koreanskincare
#facesheetmask
#skincarelover
#glowingskin
#kbeauty
#skinroutine
#beautytips
#freshskin
#naturalglow
#beautypage
#beautysecret
#skinlove
#beautyshop
#aloemask
#collagenmask
#snailmask
#pomegranatemask
#avocadomask
#onlineorder",13.0,32.0,75.0,high,https://www.facebook.com/reel/1313064210997689/
💖🙏🥰,💖🙏🥰,7.0,0.0,0.0,low,https://www.facebook.com/permalink.php?story_fbid=pfbid02Re1rRrkDEKHACRybPoWfAw6FdtZcHn4xDgaE4vM3Pi6KWRyv6wGpktT1UQgDBzDQl&id=61583800496622
"✨ New Year Glow Up Starts Here ✨
අලුත් අවුරුද්දට ඔබත් ලස්සනට දිලිසෙන්න 💖
ඔබටත්… ඔබ ආදරේ කරන කෙනාටත් 🎁
Korean Face Sheet Mask gift කරලා surprise කරන්න 🎁

👉 අදම order කරන්න 

Limited Stock Alert 🚨

Original Korean Face Sheet Masks 🇰🇷– Best Prices 💕

🚚 Island Wide Delivery Available 
🏛️ Bank Deposit Only 
📩 Inbox For More Details 
📞 Whatsapp - 076-7806132 

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#GlitzBeauty #KoreanFaceMask #FaceSheetMask #GlowUp #NewYearGlow #BeautyCare #SkinCareSriLanka #FreshSkin #SelfCare #GiftIdeas #BeautyRoutine #SriLankaBeauty #NaturalGlow #SkincareRoutine","✨ New Year Glow Up Starts Here ✨
May you also shine beautifully in the New Year 💖
To you and to the one you love 🎁
Surprise yourself by gifting a Korean Face Sheet Mask 🎁

👉 Order today

Limited Stock Alert 🚨

Original Korean Face Sheet Masks 🇰🇷 – Best Prices 💕

🚚 Island Wide Delivery Available
🏛️ Bank Deposit Only
📩 Inbox for more details
📞 Whatsapp - 076-7806132

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#GlitzBeauty #KoreanFaceMask #FaceSheetMask #GlowUp #NewYearGlow #BeautyCare #SkinCareSriLanka #FreshSkin #SelfCare #GiftIdeas #BeautyRoutine #SriLankaBeauty #NaturalGlow #SkincareRoutine",10.0,16.0,83.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid02x1McJV7PyUKagyk1UWBkooYrhHKak4GjH9AMSheaYENZrc1fU27SkaWoxT44LjFbl&id=61583800496622
"ඔබේ සමට ඕනෑම තැනකදී ලැබෙන සුවිශේෂී GLOW එක ලබාගන්න! ✨
🌟අඳුරු ලප, කුරුලෑ ලප සහ අවපැහැ ගැන්වුණු සම නිසා ඔබේ මුහුණේ ඇති GLOW එක නැති වී ගොස් තිබේද? 

එසේ නම්, දැන් කාලයයි ඔබේ සමට නැවතත් එම විශ්මිත දීප්තිය ලබා දීමට!🌟 AXIS-Y Dark Spot Correcting Glow Serum – ඔබේ සමේ සැබෑ GLOW එකේ රහස!
මෙම සීරම් එක ඔබේ සමට ලබා දෙන්නේ සරල පැහැපත් බවක් පමණක් නොවේ; සමේ අභ්‍යන්තරයේ සිටම දිලිසෙන Glass Skin Glow එකක්!
• අසමසම GLOW එක: සමේ ඇති අඳුරු පැල්ලම් ඉවත් කර, සමේ ස්වභාවික පැහැය තවත් දීප්තිමත් කරයි.

• පැහැපත් සහ මෘදු සම: 5% Niacinamide මගින් සමට සුවිශේෂී දීප්තියක් (Glow) ගෙන දෙයි.

• නිරෝගී දීප්තිය: වියළි බව නැති කර, සමට අවශ්‍ය තෙතමනය ලබා දී දවස පුරාම Glow එක පවත්වා ගනී.

🛡️ අපේ විශ්වාසය - ඔබේ සහතිකය:අපි ඔබට ලබා දෙන්නේ 100%ක්ම ආනයනික (Imported) මුල් නිෂ්පාදනයක් පමණි.
✔️ Barcode Scan: නිෂ්පාදනයේ ඇති Barcode එක ස්කෑන් කර එහි සැබෑ ඔරිජිනල් බව ඔබටම තහවුරු කරගත හැක. 
ව්‍යාජ නිෂ්පාදන වලින් මිදී ඔබේ සමේ ආරක්ෂාව තහවුරු කරගන්න.ඔබේ සමේ අලංකාරය වෙනුවෙන් හොඳම දේ තෝරාගන්න. 
අදම ඔබේ Glow එක පටන් ගන්න! 
🛍️📩 ඇණවුම් කිරීමට හෝ වැඩි විස්තර සඳහා අපට පණිවිඩයක් එවන්න:
📞 WhatsApp / දුරකථන: 076 629 4351

#kbeautyskincare #axisyglowserum #glassskinroutine #GlowingSkin #GlassSkin #AuthenticSkincare #srilanka #imported","Get the exclusive GLOW anywhere on your skin!✨
🌟Has your face lost its GLOW due to dark spots, acne spots and discolored skin?

If so, now is the time to give your skin that amazing glow again!🌟 AXIS-Y Dark Spot Correcting Glow Serum – the secret to your skin's true GLOW!
This serum doesn't just give your skin a simple glow;A Glass Skin Glow that glows from within!
• Unparalleled GLOW: Removes dark spots and brightens skin's natural tone.

• Bright and soft skin: 5% Niacinamide brings a unique glow to the skin.

• Healthy Glow: Eliminates dryness, provides the skin with the moisture it needs and maintains the Glow throughout the day.

🛡️ Our trust - your guarantee: We give you only 100% imported original product.
✔️ Barcode Scan: You can scan the barcode on the product and confirm its authenticity.
Get rid of fake products and ensure the safety of your skin. Choose the best for the beauty of your skin.
Start your Glow today!
🛍️📩 To order or for more information send us a message:
📞 WhatsApp / Phone: 076 629 4351

#kbeautyskincare #axisyglowserum #glassskinroutine #GlowingSkin #GlassSkin #AuthenticSkincare #srilanka #imported",9.0,3.0,41.0,high,https://www.facebook.com/61576421783955/videos/953719094080420/
"✨ Medicube PDRN Pink Collagen Capsule Cream සමඟ ඔබේ සමට ලැබෙන ""Glass Skin"" ආකර්ෂණය! 💖

ඔබේ සමේ තරුණ බව රැකගනිමින්, නිරෝගී සහ දීප්තිමත් බවක් ලබා ගැනීමට බලාපොරොත්තු වෙනවාද? එසේ නම් Medicube PDRN Pink Collagen Capsule Cream එක දැන්ම ඔබේ skincare routine එකට එකතු කරගන්න! 🌸

🌟 මේ ක්‍රීම් එකේ විශේෂත්වය කුමක්ද?

• PDRN සහ කොලජන් බලය: ඔබේ සමට අවශ්‍ය ගැඹුරු පෝෂණය සහ තෙතමනය ලබා දෙමින්, සමේ ප්‍රත්‍යස්ථතාව (elasticity) වැඩි දියුණු කරයි. 💦
• අද්විතීය Capsule තාක්ෂණය: ක්‍රීම් එකේ ඇති කුඩා කැප්සියුල සම මත ආලේප කළ සැණින් දියවී, සම තුළට උරාගෙන පැය ගණනාවක් පුරා සමට අවශ්‍ය පෝෂණය ලබා දේ. ✨
• Glass Skin පෙනුම: සමේ සියුම් රේඛා අවම කර, දීප්තිමත් සහ සිනිඳු ""Glass Skin"" පෙනුමක් ඔබට ලබා දෙයි. 🎀
• Premium අත්දැකීම: දිනපතා භාවිතයෙන් ඔබේ සමට ලැබෙන රන්වන් පැහැති දීප්තිය සහ සුසිනිඳු බව ඔබටම දැනෙනු ඇත. ☁️

🧖‍♀️ භාවිතා කරන ආකාරය:
පිරිසිදු කළ සම මත, කුඩා ප්‍රමාණයක් ගෙන මෘදුව සම්බාහනය කරන්න. කැප්සියුල සම මත දියවී යන ආකාරය ඔබටම දැනෙනු ඇත. ඔබේ සමේ තරුණ බව රැකගන්නා ඉතාම පහසු සහ සුඛෝපභෝගී පියවරක්! ✨

🛍️ අදම ඔබේ ඇණවුම ලබාගන්න සහ Medicube හි සැබෑ ගුණාත්මකභාවය අත්විඳින්න! 🛒

වැඩි විස්තර සඳහා අපට DM එකක් එවන්න. 📩
☎️ what-app -076 629 4351

#premiumskincare #GlassSkinRoutine #medicubekorea #import #original #KBeautySL #glowup #srilanka","✨ Give your skin ""Glass Skin"" charm with Medicube PDRN Pink Collagen Capsule Cream!💖

Looking to keep your skin looking youthful, healthy and glowing?If so, add Medicube PDRN Pink Collagen Capsule Cream to your skincare routine now!🌸

🌟 What is the specialty of this cream?

• PDRN & Collagen Power: Improves skin elasticity, giving your skin the deep nourishment and moisture it needs.💦
• Unique Capsule Technology: The small capsules in the cream dissolve as soon as they are applied on the skin, absorb into the skin and provide the skin with the nutrition it needs for hours.✨
• Glass Skin Look: Minimizes skin fine lines, giving you a radiant and smooth ""Glass Skin"" look.🎀
• Premium Experience: You will feel the golden glow and smoothness of your skin with daily use.☁️

How to use 🧖‍♀️:
On cleansed skin, take a small amount and massage gently.You will feel the capsule melt on your skin.A very easy and luxurious way to keep your skin looking young!✨

🛍️ Place your order today and experience the true quality of Medicube!🛒

Send us a DM for more details.📩
☎️ what-app -076 629 4351

#premiumskincare #GlassSkinRoutine #medicubekorea #import #original #KBeautySL #glowup #srilanka",5.0,3.0,41.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid034NvUH5Vdjmh72ZXViHEjBbN51gRuJMt78aDgfhW1YsMyNexwUBpEyagvfUJmWBg5l&id=61576421783955
"""Thank you for choosing K-Beauty. 🌸🇰🇷
We hope you love your new glow.""✨💫","""Thank you for choosing K-Beauty. 🌸🇰🇷
We hope you love your new glow.""✨💫",6.0,3.0,0.0,medium,https://www.facebook.com/permalink.php?story_fbid=pfbid03JM8JdUCUz9vQMU5qY9S2mqVTuDiv3wvZ7qkjbWUi2WR1HXFym8Dg8xepGUokE3Rl&id=61576421783955
"කොරියාවේ ඉන්න ලංකාවේ හැමදෙනාම පාවිච්චි කරන ෂැම්පු එක මේක වෙනවා තව ටික කාලේකින්
#lankabeauty
#asianbeauty
#beautyinfluencer
#skincarelover","This will be the shampoo that everyone in Sri Lanka in Korea uses in a little while
#lankabeauty
#asianbeauty
#beautyinfluencer
#skincarelover",6.0,2.0,2.0,medium,https://www.facebook.com/reel/1827701828186138/
"කොණ්ඩේ ගියාට පස්සේ ලොකු මුදලක් වියදම් කරනවට වඩා දැනට පාවිච්චි කරන ෂැම්පු එක වෙනුවෙට මේ Morethan8 anti hairloss නිෂ්පාදන පෙළ භාවිතා කරලා බලන්න. අපිට whatsapp මැසේජ් එකක් දාන්න. 01025603009

#AntiHairLoss #HairLossSolution #KoreanShampoo #KBeauty #HairCareRoutine #HealthyHair #HairGrowth #ScalpCare #HairFallControl #KoreanBeauty #ShampooReview #BeautyReels #ViralReels #ReelTrend #HairTransformation #StrongerHair #DamageRepair #DailyHairCare #GlowUp #TrendingNow #FYP #ForYou #ExplorePage #ViralVideo #BeautyTips #KoreanHairCare #ShinyHair #NaturalHairCare #BestShampoo #HairCareProducts","Instead of spending a lot of money after losing your hair, try using this Morethan8 anti hairloss product line instead of the shampoo you are currently using.Drop us a whatsapp message.01025603009

#AntiHairLoss #HairLossSolution #KoreanShampoo #KBeauty #HairCareRoutine #HealthyHair #HairGrowth #ScalpCare #HairFallControl #KoreanBeauty #ShampooReview #BeautyReels #ViralReels #ReelTrend #HairTransformation #StrongerHair #DamageRepair #DailyHairCare #GlowUp #TrendingNow #FYP #ForYou #ExplorePage #ViralVideo #BeautyTips#KoreanHairCare #ShinyHair #NaturalHairCare #BestShampoo #HairCareProducts",24.0,20.0,6.0,high,https://www.facebook.com/reel/1637713323974796/
"Korean Face Sheet Mask use කරන්නේ කොහොමද ????
Step by Step මෙන්න 👇🥰

🧴 Step 1: Face wash කරන්න.

මුහුණ clean කරගන්න (face wash එකකින් හෝ wash කරන ඕනම දෙයකින්).
👉 Dirt / oil ඉවත් වෙලා mask එක හොඳට වැඩ කරයි.

😌 Step 2: Face Sheet mask එක දාගන්න.

 • Packet එක open කරන්න.
 • Mask එක unfold කරලා මුහුණට හොඳට set කරන්න. (eyes, nose align වෙන්න)💆‍♀️

⏳ Step 3: 20–30 minutes තියාගන්න.

👉 මේ වෙලාවට relax වෙන්න 😄🧘‍♀️

✨ Step 4: Face Sheet Mask එක ඉවත් කරන්න.

Sheet Mask එක අයින් කරලා විසි කරන්න .(නැවත use කරන්න එපා🙅‍♀️)

🖐️ Step 5: Serum massage කරන්න.💆‍♀️

Face එකේ තියෙන serum එක
👉 massage කරලා absorb වෙන්න දෙන්න.☺️

⚠️ Wash කරන්න එපා.🙅‍♀️

📅 කොච්චර use කරන්නද?
 • සතියට දෙවතාවක් හොඳයි🥰

🧠 Quick tips:
 • Mask එක fridge එකේ තියලා use කරොත් cool feeling එකක් 😌
 • Night routine එකේ use කරන එක best 😍

📩 ඔබගේ ඇණවුම දැන්ම අප වෙත ලබා දෙන්න.

🚚 Island Wide Delivery Available 
🏛️ Bank Deposit Only 
📩 Inbox For More Details 
📞 Whatsapp - 076-7806132 

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#glitzbeauty
#koreanskincare
#facesheetmask
#skincarelover
#glowingskin
#kbeauty
#skinroutine
#beautytips
#freshskin
#naturalglow
#beautypage
#beautysecret
#skinlove
#beautyshop
#aloemask
#collagenmask
#snailmask
#pomegranatemask
#avocadomask
#onlineorder","How to use Korean Face Sheet Mask????
Here is the step by step

🧴 Step 1: Wash your face.

Clean the face (with a face wash or anything that washes).
👉 Dirt / oil is removed and the mask works well.

😌 Step 2: Apply the face sheet mask.

• Open the packet.
• Unfold the mask and set it well on the face.(eyes, nose be aligned)💆‍♀️

⏳ Step 3: Keep for 20-30 minutes.

👉 Relax at this time 😄🧘‍♀️

✨ Step 4: Remove the face sheet mask.

Remove the sheet mask and throw it away. (Do not reuse 🙅‍♀️)

🖐️ Step 5: Do serum massage.💆‍♀️

The serum on the face
👉 Massage and let it absorb.☺️

⚠️ Do not wash.🙅‍♀️

📅 How much to use?
• Twice a week is fine

🧠 Quick tips:
• If you put the mask in the fridge and use it, you get a cool feeling 😌
• It is best to use it in the night routine

📩 Place your order now.

🚚 Island Wide Delivery Available
🏛️ Bank Deposit Only
📩 Inbox for more details
📞 Whatsapp - 076-7806132

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#glitzbeauty
#koreanskincare
#facesheetmask
#skincarelover
#glowingskin
#kbeauty
#skinroutine
#beautytips
#freshskin
#naturalglow
#beautypage
#beautysecret
#skinlove
#beautyshop
#aloemask
#collagenmask
#snailmask
#pomegranatemask
#avocadomask
#onlineorder",9.0,14.0,82.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid0vQ6FRPpvjh4URJVDFbrtKvAhmVHFAdeERRa3SEDqW7v54wx2o8HteFZ5q7oA8A5cl&id=61583800496622
No.03 original post ekata like ekak danna 😁❤️,No.03 original post one like one danna 😁❤️,11.0,6.0,0.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid0S1e4FySee1Dtr3jUEBMGAze4d4WQtuc2m7DdH2kuwN1kMSPMMrnbzWoCrm5cZtDnl&id=61583800496622
"කාර්යබහුල (busy) ජීවිතයක් ගත කරන අයට face sheet mask කියන්නේ ඉතා පහසු සහ ඉක්මන් skincare විසඳුමක්. ඒකට තියෙන ප්‍රධාන ප්‍රයෝජන මෙන්න👇

⏱️ 1. කාලය ඉතිරි කරනවා

Face Sheet Mask එකක් use කරන්න යන්නේ විනාඩි 20-30ක් පමණයි.එතනදි ඔබට වෙන වැඩ (phone use කරනවා, rest කරනවා) එකත් කරන්න පුළුවන්. Busy අයට perfect 👍

💧 2. ඉක්මන් hydration (තෙතමනය)

Face Sheet masks වල serum එක skin එකට direct absorb වෙන නිසා, instant moisture boost එකක් ලැබෙනවා.  

👉 Dry skin, tired skin තියෙන අයට ඉතා useful

✨ 3. ඉක්මනින් glow එකක් ලබාදෙයි

Face එක dull වෙලා තියෙන වෙලාවට, sheet mask එකක් use කරාම skin එක bright & fresh වගේ පේනවා.  

👉 Special event එකකට කලින් use කරන්න හොඳයි.

😌 4. Stress relief + relaxation

Face Sheet Mask එකක් දාගෙන relax වෙන එක,self-care feeling එකක් දෙනවා. Busy life එකේ mental refresh එකක් වගේ.  

⚠️ Important Tips

 • එක දවසට mask 2ක් use කරන්න එපා ❌

 • සතියට 2–3 වතාවක් විතරක් use කරන්න 👍

 • Mask දාලා ඉවර වෙලා wash කරන්න එපා — serum ටික massage කරන්න.

 • Night routine එකට use කරන එක best 🌙

📩 ඔබගේ ඇණවුම දැන්ම අප වෙත ලබා දෙන්න.

🚚 Island Wide Delivery Available 
🏛️ Bank Deposit Only 
📩 Inbox For More Details 
📞 Whatsapp - 076-7806132 

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#glitzbeauty
#koreanskincare
#facesheetmask
#skincarelover
#glowingskin
#kbeauty
#skinroutine
#beautytips
#freshskin
#naturalglow
#beautypage
#beautysecret
#skinlove
#beautyshop
#aloemask
#collagenmask
#snailmask
#pomegranatemask
#avocadomask
#onlineorder","A face sheet mask is a very easy and quick skincare solution for those who live a busy life.Here are its main benefits

⏱️ 1. Saves time

You are only going to use a face sheet mask for 20-30 minutes. You can also do other things (use the phone, rest) there.Perfect for busy people 👍

💧 2. Quick hydration

Since the serum of face sheet masks is directly absorbed into the skin, it gets an instant moisture boost.

👉 Very useful for those with dry skin, tired skin

✨ 3. Gives a quick glow

When the face is dull, using a sheet mask makes the skin look bright & fresh.

👉 It is good to use before a special event.

😌 4. Stress relief + relaxation

Wearing a face sheet mask and relaxing gives a self-care feeling.It's like a mental refresher in the busy life.

⚠️ Important Tips

• Do not use 2 masks in one day ❌

• Use only 2-3 times a week 👍

• Do not wash after applying the mask — massage the serum.

• Best to use for night routine 🌙

📩 Place your order now.

🚚 Island Wide Delivery Available
🏛️ Bank Deposit Only
📩 Inbox for more details
📞 Whatsapp - 076-7806132

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#glitzbeauty
#koreanskincare
#facesheetmask
#skincarelover
#glowingskin
#kbeauty
#skinroutine
#beautytips
#freshskin
#naturalglow
#beautypage
#beautysecret
#skinlove
#beautyshop
#aloemask
#collagenmask
#snailmask
#pomegranatemask
#avocadomask
#onlineorder",9.0,27.0,48.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid033zXzEmQwG7qWWPMQA8jrza1GfWqgMg2sBYVT23naUe6HpESdBbfdZhdUeXDG2jKtl&id=61583800496622
